source,degree,university_name,ccaa,sector_hint,modality_hint,fetch_ts,url
educaweb,infantil,Universidad de Burgos,Unknown,unknown,presencial,2026-04-27T10:07:34.872226+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
educaweb,infantil,Universidad de Castilla,Unknown,unknown,presencial,2026-04-27T10:07:34.872226+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
educaweb,infantil,Universidad de La Laguna,Unknown,unknown,presencial,2026-04-27T10:07:34.872226+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
educaweb,infantil,Universidad de Oviedo,Unknown,unknown,presencial,2026-04-27T10:07:34.872226+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
educaweb,infantil,Universidad de Valencia,Unknown,unknown,presencial,2026-04-27T10:07:34.872226+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
educaweb,infantil,Universidad del Atlántico Medio UNAM,Unknown,unknown,presencial,2026-04-27T10:07:34.872226+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
educaweb,infantil,Universidad Pontificia de Salamanca,Unknown,unknown,presencial,2026-04-27T10:07:34.872226+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
educaweb,infantil,Universidade de Santiago de Compostela,Unknown,unknown,presencial,2026-04-27T10:07:34.872226+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
educaweb,infantil,Universitat Jaume I de Castellón,Unknown,unknown,presencial,2026-04-27T10:07:34.872226+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
educaweb,infantil,Universidad en Internet,Unknown,unknown,presencial,2026-04-27T10:07:34.872226+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
educaweb,infantil,Universidad Alfonso X El Sabio,Unknown,unknown,presencial,2026-04-27T10:07:34.872226+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
educaweb,infantil,Universidad de Cantabria,Unknown,unknown,presencial,2026-04-27T10:07:34.872226+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
educaweb,infantil,Universidad a Distancia de Madrid Másteres,Unknown,unknown,online,2026-04-27T10:07:34.872226+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
educaweb,infantil,Universidades,Unknown,unknown,presencial,2026-04-27T10:07:34.872226+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-infantil/
educaweb,primaria,Universidad).,Unknown,unknown,presencial,2026-04-27T10:07:35.957495+00:00,https://www.educaweb.com/estudio/titulacion-grado-educacion-primaria/
